original_index,is_outlier,begruendung,zielspalten_bewertet
1090,False,"Ein hochwertiger Gasgrill für $799 mit $150 Rabatt bei Costco ist ein attraktives Angebot im mittleren Preissegment. Die Werte (7 Antworten, 1986 Aufrufe, 3 Votes) zeigen moderates Interesse, was für ein saisonales Outdoor-Produkt mit spezifischer Zielgruppe im erwartbaren Rahmen liegt.","['replies', 'views', 'votes']"
1091,False,"Das Engagement ist im Kontext plausibel: Ein 16er-Pack wiederaufladbare Batterien für ~26 CAD mit moderater Ersparnis erzeugt durchaus Diskussionsbedarf (21 Antworten) und Interesse (2701 Views). Die negativen Votes (-9) deuten auf eine kontroverse Bewertung hin, was bei Deals mit fraglichem Preis-Leistungs-Verhältnis oder Produktqualität typisch ist.","['replies', 'views', 'votes']"
1092,False,"Ein Auto-Starthilfegerät für ~26 CAD ist ein praktisches, preiswertes Produkt mit breiter Zielgruppe. Die 7025 Views und 35 Replies zeigen solides Interesse, während die -9 Votes auf gemischte Bewertungen (möglicherweise Zweifel an Qualität/Preis oder Verfügbarkeit) hindeuten, was bei Budget-Elektronik auf Amazon durchaus normal ist.","['replies', 'views', 'votes']"
1093,False,"Ein Online-Sale mit 50% Rabatt auf Anzüge und Sportjacken (Herrenmode) mit 3145 Views, 5 Antworten und 3 Votes zeigt ein normales Engagement-Muster. Die moderate Interaktion passt zu einem Standard-Modeangebot ohne außergewöhnliche Besonderheiten.","['replies', 'views', 'votes']"
1094,False,"Ein Beauty-Produkt (Reinigungsöl) von DHC bei Costco für ca. $20 zeigt mit 3243 Views, 4 Replies und 5 Votes ein normales Engagement-Muster. Die moderate Anzahl an Views und das geringe, aber positive Engagement passen zu einem Nischen-Beauty-Deal ohne außergewöhnliche Ersparnis.","['replies', 'views', 'votes']"
1095,False,"Die Bose 700 Kopfhörer sind ein bekanntes Premium-Produkt mit 80$ Rabatt bei Amazon.ca. 1180 Views bei 2 Replies und 0 Votes sind für ein solides, aber nicht außergewöhnliches Elektronik-Angebot plausibel – viele schauen sich das Angebot an, aber das moderate Interesse (neutrale Votes, wenige Kommentare) passt zu einem guten, jedoch nicht spektakulären Deal.","['replies', 'views', 'votes']"
1096,False,"Ein IKEA-Sale mit bis zu 50% Rabatt auf Haushaltsgeräte ist ein attraktives Angebot einer bekannten Marke, das hohes Interesse rechtfertigt. Die 31.964 Views, 84 Antworten und 27 Votes sind im Kontext eines weitreichenden Rabatts bei einem großen Händler plausibel und nicht ungewöhnlich.","['replies', 'views', 'votes']"
1097,False,"Ein Hamilton Beach 4-Slice Toaster Oven für $19.98 (halber Preis) bei Walmart ist ein attraktives Haushaltsgerät-Angebot. Die 27 Antworten, 6188 Aufrufe und 11 positive Votes sind für einen solchen Deal mit gutem Preis-Leistungs-Verhältnis im Home & Garden/Appliances-Bereich durchaus plausibel und im erwartbaren Rahmen.","['replies', 'views', 'votes']"
1098,True,"Die Kombination aus sehr hohen Views (1291) und Replies (6) bei nur 1 Vote ist für einen Grocery-Deal ungewöhnlich. Normalerweise würde ein Post mit dieser Reichweite und Interaktion deutlich mehr Votes (positiv oder negativ) generieren, was auf eine Anomalie im Engagement-Muster hindeutet.","['replies', 'views', 'votes']"
1099,False,"Das Victorinox Swiss Champ ist ein hochwertiges, bekanntes Schweizer Taschenmesser zu einem attraktiven Preis von $75. Die Werte (7 Antworten, 3015 Aufrufe, 7 Votes) sind für ein solches Markenprodukt mit breiter Zielgruppe im erwartbaren Rahmen und zeigen moderates, aber plausibles Interesse.","['replies', 'views', 'votes']"
1100,True,Das Verhältnis von 72 Antworten zu nur 10 Votes bei 16.280 Views ist deutlich ungewöhnlich. Bei einem attraktiven Deal (50% Rabatt auf ein beliebtes Produkt) würde man bei dieser hohen Anzahl an Antworten und Views deutlich mehr Votes erwarten – das Engagement-Muster passt nicht zum typischen Nutzerverhalten.,"['replies', 'views', 'votes']"
1101,False,"Das Engagement (4 Antworten, 1924 Aufrufe, -1 Vote) ist für ein Telekommunikationsangebot mit 50% Rabatt im erwartbaren Rahmen. Die hohen Views bei wenigen Antworten und leicht negativer Bewertung deuten auf ein Angebot hin, das Interesse weckt, aber möglicherweise Einschränkungen hat oder nicht für alle attraktiv ist.","['replies', 'views', 'votes']"
1102,False,"Ein 12er-Pack Sprudelwasser für $1.99 (60% Rabatt) ist ein sehr attraktiver Grocery-Deal, der hohes Engagement plausibel erklärt. Die 22 Antworten, 6984 Views und 20 Votes sind im Kontext eines stark rabattierten Lebensmittel-Angebots bei einem bekannten Händler durchaus erwartbar.","['replies', 'views', 'votes']"
1103,False,"Das hohe Engagement (62 Antworten, 16.084 Aufrufe, 51 Votes) ist für die kostenlosen PlayStation Plus Spiele im Juni 2020 mit zwei bekannten AAA-Titeln (Star Wars Battlefront 2 und Call of Duty WWII) vollkommen plausibel und im erwartbaren Rahmen. Solche monatlichen PS Plus Ankündigungen generieren typischerweise starkes Community-Interesse und Diskussionen.","['replies', 'views', 'votes']"
1104,False,"Eine Herrenuhr von Citizen Eco-Drive für ~$180 mit $80 Rabatt bei Costco ist ein solides, aber nicht außergewöhnliches Angebot. Die 3531 Views bei nur 3 Antworten und 2 Votes deuten auf moderates Interesse hin, was für ein Nischenprodukt (Herrenuhr) in dieser Preisklasse typisch ist.","['replies', 'views', 'votes']"
1105,False,"Ein professioneller Access Point für ~90 CAD mit 8% Rabatt zeigt mit 4709 Views, 18 Replies und 3 Votes ein plausibles Engagement-Muster. Das Produkt spricht eine Nischengruppe (Netzwerk-Enthusiasten) an, was moderate Diskussionen bei hoher Informationssuche erklärt – typisch für technische Deals in dieser Preisklasse.","['replies', 'views', 'votes']"
1106,False,"Ein Travel-Deal mit Meilen-Bonus zeigt mit 2469 Views, 10 Replies und 4 Votes ein plausibles Engagement-Muster. Die moderate Interaktion passt zu einem Nischen-Angebot (Vielfliegerprogramm), das zwar Interesse weckt, aber nur eine spezifische Zielgruppe anspricht.","['replies', 'views', 'votes']"
1107,True,"Ein Rasendünger-Angebot mit 45% Rabatt bei einem spezialisierten Händler hat 1253 Views, aber nur 1 Vote und 0 Replies. Dieses Missverhältnis ist ungewöhnlich – bei über 1200 Aufrufen wäre deutlich mehr Interaktion (Votes/Kommentare) zu erwarten, selbst für ein saisonales Gartenprodukt.","['replies', 'views', 'votes']"
1108,False,"Ein 80%-Rabatt auf Lindt-Schokolade ist ein attraktives Angebot, das plausibel 3841 Views, 12 Replies und 5 Votes generieren kann. Das Engagement liegt im erwartbaren Rahmen für einen lokalen Deal (Vaughan Mills) mit starkem Rabatt auf eine bekannte Marke.","['replies', 'views', 'votes']"
1109,False,"Ein günstiges Fast-Food-Angebot ($0.99 Frosty) von einer bekannten Kette wie Wendy's kann plausibel hohes Engagement erzeugen, da solche Preis-Aktionen bei Deal-Suchenden sehr beliebt sind. Die Werte für replies (38), views (9703) und votes (33) liegen im erwartbaren Rahmen für ein attraktives, weitreichendes Fast-Food-Angebot.","['replies', 'views', 'votes']"
1110,True,"Ein Einkaufstrolley für ~52$ mit 2950 Views und 11 Replies, aber 0 Votes ist ungewöhnlich. Das hohe Engagement (Views/Replies) ohne jegliche Bewertung (weder positiv noch negativ) passt nicht zum typischen Muster, da solche Aktivität normalerweise auch Votes generiert.","['replies', 'views', 'votes']"
1111,False,"Das Engagement (4 Antworten, 1781 Aufrufe, 5 Votes) ist für einen lokalen Lebensmittel-Deal mit 50% Rabatt auf ein Nischenprodukt (Kombucha) bei Whole Foods in Markham angemessen. Die moderate Interaktion passt zur begrenzten geografischen Reichweite und zur spezifischen Zielgruppe gesundheitsbewusster Käufer.","['replies', 'views', 'votes']"
1112,False,"Das Engagement ist für diesen Kontext plausibel: Ein Costco-Deal für Sonicare-Zahnbürsten (bekannte Marke) mit 35$ Rabatt im 2er-Pack rechtfertigt moderate Aufmerksamkeit (3764 Views, 17 Replies, 3 Votes). Die Werte passen zum typischen Interesse an Körperpflege-Deals bei einem etablierten Händler.","['replies', 'views', 'votes']"
1113,False,"Das Engagement ist für diesen Kontext plausibel: Malbücher für Kinder zu einem günstigen Preis (~$3.19) auf Amazon.ca können durchaus moderate Aufmerksamkeit generieren. Die 3630 Views, 9 Replies und 12 Votes liegen im erwartbaren Rahmen für ein Schulbedarf-/Kinderprodukt-Angebot ohne außergewöhnliche Merkmale.","['replies', 'views', 'votes']"
1114,True,"Die Zeile zeigt 1668 Views bei nur 2 Votes und 0 Replies, was ein extrem ungewöhnliches Engagement-Muster darstellt. Bei einem Deal mit hoher Ersparnis ($40) und Bluetooth-Lautsprechern würde man bei dieser View-Anzahl deutlich mehr Interaktion (Votes/Replies) erwarten.","['replies', 'views', 'votes']"
1115,False,"Das Engagement ist für einen Gaming-Deal mit 50% Rabatt auf einen bekannten Titel plausibel: 3895 Views zeigen solides Interesse, 10 Replies deuten auf moderate Diskussion hin, und 3 Votes sind im normalen Bereich für einen durchschnittlich bewerteten Deal. Die Werte passen zum Kontext eines älteren, aber kultigen Spiels im Sale.","['replies', 'views', 'votes']"
1116,False,"Das Engagement ist für diesen Kontext plausibel: Ein umfangreiches Gartengeräte-Bundle von einer bekannten Marke (RYOBI) zu einem attraktiven Preis von $398 rechtfertigt hohes Interesse (25.922 Views), intensive Diskussion (103 Replies) über Produktqualität/Erfahrungen und moderate positive Bewertung (12 Votes). Die Werte passen zum Deal-Charakter und zur Zielgruppe.","['replies', 'views', 'votes']"
1117,False,"Das Engagement (10 Antworten, 3860 Aufrufe, 12 Votes) ist für ein Bier-Angebot in der Kategorie Groceries plausibel und im erwartbaren Rahmen. Alkoholische Getränke-Deals ziehen typischerweise moderate bis gute Aufmerksamkeit an, und die Werte stehen in einem nachvollziehbaren Verhältnis zueinander.","['replies', 'views', 'votes']"
1118,True,"Das Verhältnis von 303 Antworten zu nur 24 Votes bei 60.557 Views ist extrem ungewöhnlich. Bei einem attraktiven Autofinanzierungsangebot dieser Reichweite wäre deutlich mehr positives Voting zu erwarten, zumal die hohe Antwortenzahl auf starkes Interesse hindeutet.","['replies', 'views', 'votes']"
1119,False,"Das Engagement ist für einen gezielten Rabatt-Deal ('Targeted') im erwartbaren Rahmen. Die 2041 Views zeigen Interesse, während die 5 Replies und -2 Votes darauf hindeuten, dass der Deal aufgrund seiner eingeschränkten Verfügbarkeit (nicht für alle nutzbar) gemischte bis zurückhaltende Reaktionen erhält, was typisch für targeted Angebote ist.","['replies', 'views', 'votes']"
1120,False,"Der Film 'Parasite' ist ein Oscar-prämierter, hochgelobter Film, dessen 4K Blu-ray Release bei Filmfans auf großes Interesse stößt. Die 61 Antworten, 6698 Aufrufe und 23 positive Votes sind für einen populären, preisgekrönten Film in dieser Preisklasse ein plausibles und erwartbares Engagement-Niveau.","['replies', 'views', 'votes']"
1121,False,"Ein 25%-Rabatt auf Hydroflask-Produkte (bekannte Premium-Marke) rechtfertigt plausibel 3170 Views, 11 Replies und 6 Votes. Das Engagement entspricht einem attraktiven Deal mit moderater Community-Resonanz und ist im Kontext nicht ungewöhnlich.","['replies', 'views', 'votes']"
1122,True,"Ein einfaches Lebensmittel-Add-on-Item für $1.47 ohne nennenswerte Ersparnis hat 946 Views bei nur 1 Reply und -1 Vote – dieses Verhältnis ist ungewöhnlich, da solch hohe Aufrufzahlen normalerweise mehr Interaktion (Replies/Votes) nach sich ziehen oder umgekehrt ein unattraktives Angebot deutlich weniger Views generieren würde.","['replies', 'views', 'votes']"
1123,False,"Die Sony WH-1000XM3 sind hochwertige, beliebte Kopfhörer, die typischerweise viel Aufmerksamkeit generieren (4279 Views plausibel). Die 7 Antworten passen zum Interesse, und die -7 Votes können auf Unzufriedenheit mit dem Deal-Wert (22% Rabatt bei diesem Preis) oder Verfügbarkeit hindeuten – ein normales Bewertungsmuster in Deal-Foren.","['replies', 'views', 'votes']"
1124,True,"Das Engagement zeigt eine extreme Diskrepanz: 10.530 Views und 51 Replies deuten auf sehr hohes Interesse hin, während nur 4 Votes (bei einem Mobilfunktarif-Deal) ungewöhnlich niedrig sind. Bei dieser Reichweite und Diskussionsintensität wären deutlich mehr Votes zu erwarten, was auf eine Anomalie hindeutet.","['replies', 'views', 'votes']"
1125,False,"Das Engagement ist für einen Costco-Deal im Haushaltsgeräte-Bereich plausibel: 5496 Views und 14 Replies zeigen solides Interesse an einem FoodSaver-Gerät für $29.99. Der leicht negative Vote-Wert (-1) deutet auf gemischte Meinungen hin, was bei Haushaltsgeräten normal ist und das Gesamtbild nicht ungewöhnlich macht.","['replies', 'views', 'votes']"
1126,False,"Das Engagement ist für diesen Kontext plausibel: Ein attraktives Smart-Home-Bundle mit 50% Rabatt von Amazon.ca erzeugt erwartbar moderate Interaktion (6 Antworten, 1380 Views, 1 Vote). Die Views zeigen solides Interesse, während die niedrigen Votes und moderaten Replies typisch für Nischen-Elektronik-Deals sind.","['replies', 'views', 'votes']"
1127,True,"Eine Kamera im Wert von 656,99 CAD mit 1502 Views aber 0 Replies und -1 Votes ist ungewöhnlich. Bei einem höherpreisigen Elektronikprodukt würde man bei dieser Reichweite normalerweise zumindest einige Antworten oder neutralere Bewertungen erwarten, insbesondere da die Insta360 One R eine bekannte Action-Kamera ist.","['replies', 'views', 'votes']"
1128,True,Bei 1145 Views und einem spezialisierten Werkzeug mit 24% Rabatt von einem bekannten Händler (Home Depot) wäre deutlich mehr Engagement erwartbar. Nur 1 Reply und 0 Votes bei dieser Reichweite ist ungewöhnlich niedrig und deutet auf eine Diskrepanz zwischen Sichtbarkeit und tatsächlichem Nutzerinteresse hin.,"['replies', 'views', 'votes']"
1129,False,"Das Engagement ist für einen IKEA-Möbeldeal mit 45$ Ersparnis auf Küchenarbeitsplatten plausibel. 7555 Views, 25 Antworten und 20 positive Votes passen zu einem attraktiven Home & Garden-Angebot, das Diskussionen über Installation, Qualität und Alternativen auslösen kann.","['replies', 'views', 'votes']"
1130,False,"Die Werte sind im Kontext plausibel: Eine Instax Mini 11 Kamera mit moderater Ersparnis ($10) erzeugt durchschnittliches Interesse (756 Views), aber wenig Interaktion (0 Replies, -2 Votes). Die leicht negativen Votes deuten darauf hin, dass der Deal als nicht besonders attraktiv wahrgenommen wird, was bei einer kleinen Ersparnis auf ein Standardprodukt nachvollziehbar ist.","['replies', 'views', 'votes']"
1131,False,"Das Engagement ist für diesen Kontext plausibel: Ein stark rabattiertes Markenprodukt (Crayola, 56% off) zu einem sehr niedrigen Preis ($1.97) bei einem großen Händler (Amazon.ca) kann durchaus hohe Aufmerksamkeit (6583 views) und positives Feedback (30 votes, 16 replies) generieren, da solche Schnäppchen oft viral geteilt werden und viele Nutzer ansprechen.","['replies', 'views', 'votes']"
1132,False,"Das Engagement ist für diesen Kontext plausibel: Ein attraktives Nespresso-Angebot (Maschine für $29 bei Kapselpurchase) in der Kategorie Haushaltsgeräte rechtfertigt die hohen Views (13041) und moderate Diskussion (35 Antworten). Die niedrigen Votes (6) passen zu einem zeitlich begrenzten Deal, der zwar Interesse weckt, aber möglicherweise durch die Kaufbedingung (350 Kapseln) nicht für jeden attraktiv ist.","['replies', 'views', 'votes']"
1133,True,"Ein Kompressor-Nagler-Combo für 199$ ist ein attraktives Werkzeugangebot, das 4495 Views und 15 Replies generiert hat, aber 0 Votes erhielt. Diese Diskrepanz zwischen hohem Interesse (Views/Replies) und völlig fehlendem Voting-Engagement ist im Kontext eines Deal-Forums ungewöhnlich, da solche Angebote typischerweise zumindest einige positive oder negative Bewertungen erhalten würden.","['replies', 'views', 'votes']"
1134,False,"Ein Telekommunikations-Deal mit regionalem Bezug (ON/QC) und BYOD-Plan zeigt mit 22.066 Views, 67 Replies und 14 Votes ein plausibles Engagement-Muster. Telecom-Deals sind typischerweise stark diskutiert, da sie langfristige Verträge betreffen und viele Nutzer nach Erfahrungen und Details fragen, was die hohe Reply-Zahl bei moderaten Votes erklärt.","['replies', 'views', 'votes']"
1135,True,"Ein Hotel-Deal in Toronto mit attraktiven Inklusivleistungen (kostenloses Frühstück, Parken) über den ganzen Sommer hat 5155 Views und 21 Replies, aber nur -1 Vote. Diese Diskrepanz zwischen hohem Interesse (Views/Replies) und negativer Bewertung ist ungewöhnlich – normalerweise würde ein solch stark diskutierter und betrachteter Deal deutlich mehr (positive oder negative) Votes erhalten.","['replies', 'views', 'votes']"
