original_index,Unnamed: 0,author,creation_date,expiry,last_reply,parent_category,price,replies,saving,source,thread_category,title,url,views,votes
1136,27,DLabel,2020-06-13T15:47:00,,2020-06-29T11:57:00,,119.0,100,399.0,Home Depot,Home & Garden,Retractable awning $119,,41128,15
1137,28,awsometruth,2020-06-28T17:46:00,,2020-06-29T11:24:00,,90.88,4,,,Computers & Electronics,$90.88 - MeCool KM1 4gb ram + 32gb- Google Certified Android TV,http://www.awin1.com/cread.php?awinmid=6378&awinaffid=139736&clickref=&p=https://www.aliexpress.com/item/4000844998646.html?spm=a2g0o.store_home.slider_931605154.0,1834,-9
1138,29,immad01,2020-06-25T11:34:00,2020-07-01,2020-06-29T10:33:00,,10.99,19,,Lowe's,Home & Garden,"FLEXON 1/2"" X 50' LIGHT-DUTY HOSE for $10.99 (In store only, GTA stores)",http://www.dpbolvw.net/click-749547-11662090?url=https%3A%2F%2Fwww.lowes.ca%2Fflyer&sid=rfdcb,4136,3
1139,0,aquaman123,2020-06-29T09:43:00,2020-07-09,2020-06-29T09:45:00,Kids & Babies,17.99,1,40.0,Canadian Tire,Toys & Games,Hot Wheels cars 20pk-$17.99,https://www.canadiantire.ca/en/pdp/hot-wheels-cars-20-pk-0506621p.html,1419,6
1140,1,frugalcanuck,2020-06-15T18:34:00,,2020-06-29T09:31:00,Computers & Electronics,1498.0,28,21.0,Visions Electronics,Televisions,"Sony 65"" 4K HDR Smart Android TV with Picture Processor X1 Ultimate (XBR65X950G) $1498 In Store Only YMMV",https://www.visions.ca/product-detail/48864/sony_65_4k_hdr_smart_android_tv_with_picture_processor_x1_ultimate_and_acoustic_multi_audio?categoryId=529&sku=XBR65X950G,5611,12
1141,2,GoombaXIV,2020-06-28T10:20:00,,2020-06-29T09:18:00,Sports & Fitness,,3,,MEC,Equipment,La Sportiva climbing shoes 25% off,https://www.mec.ca/en/brand/la-sportiva/products/climbing/climbing-footwear/rock-climbing-shoes/c/1190,1920,6
1142,3,badbeerbreath,2020-06-29T07:32:00,,2020-06-29T07:36:00,Entertainment,14.99,1,,Facebook,"Books, Music, Movies, Magazines",Deezer HiFi - 1 month free then CAD $14.99/month,https://www.deezer.com/us/offers/hifi?origin=Facebook&utm_campaign=acq-ca_hifi_music-magazines&utm_content=offers-hifi&utm_medium=social_post-obj_sub&utm_source=facebook&fbclid=IwAR2sw8cj3NXbqX6AL59yaSjHt76fjbgMtTKlytdS9-mAYZ9wWwQ9jSbBJqs,844,1
1143,4,twisted_rabbit,2020-06-01T11:01:00,2020-06-30,2020-06-29T07:35:00,Computers & Electronics,129.95,68,,Sennheiser,Home Theatre & Audio,Sennheiser HD 25 $129.95 HD 280Pro $99.95 free shipping,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=43840&murl=https%3A%2F%2Fen-ca.sennheiser.com%2Fspecial-deals&u1=rfdcb,21837,34
1144,5,RachelN35978,2020-06-29T00:01:00,2020-07-15,2020-06-29T06:18:00,Travel,,5,0.2,sandmanhotels.com,Hotels,Select Sandman Hotels in Alberta - $75 AMEX GIFT CARD PER NIGHT,http://www.tkqlhce.com/click-749547-10801779?url=https%3A%2F%2Fwww.sandmanhotels.com%2Foffers%2Falberta-escape&sid=rfdcb,2220,4
1145,6,Paulie1RFD,2020-06-21T23:40:00,2020-06-25,2020-06-29T01:05:00,,,76,,Best Buy,Computers & Electronics,Boxing Day In Summer Sale,https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/event/upcoming-sales/blt86b7de68548bf9ad?CMP=eml-bby-pr-m-2020-06-21-c_bw-csgsc_acr-gcat_acr-g_sl-f_na-na-na-live,43770,-46
1146,7,CauseBurn,2020-06-28T22:00:00,,2020-06-29T01:01:00,,1399.0,16,26.0,Canada Computers,Computers & Electronics,"Acer Predator Helios 300 Gaming Notebook ($1,899 - $500 = $1399.00)",https://www.canadacomputers.com/product_info.php?cPath=710_1925_1920_1923&item_id=148889,2888,-6
1147,8,2Riskit,2020-06-11T21:26:00,,2020-06-28T23:55:00,Computers & Electronics,59.99,214,,,Peripherals & Accessories,Windows 10 Professional $59.99 CDN or $39.99 USD,https://software.pcworld.com/index.php,33620,-52
1148,9,fifi75,2020-06-22T09:37:00,2020-06-28,2020-06-28T23:11:00,Sports & Fitness,,37,0.5,,Clothing & Accessories,"Canadian Tire Triangle MasterCard holders - 50% off at Helly Hansen + Free shipping (targeted, YMMV)",https://www.hellyhansen.com/en_ca/,8067,8
1149,10,MalayT55490,2020-06-04T15:26:00,,2020-06-28T22:02:00,Home & Garden,252.64,17,28,Amazon.ca,Appliances,Vitamix Explorian Blender- Renewed: $252.64,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07CXVSMZ4%2Fref%3Dppx_yo_dt_b_asin_title_o00_s00%3Fie%3DUTF8%26psc%3D1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,7480,0
1150,11,wax888,2020-06-05T16:41:00,2020-07-02,2020-06-28T21:26:00,Computers & Electronics,797.99,7,,Costco,Televisions,Hisense 70-in. 4K HDR Roku Smart TV 70R6209 for $797.99,https://www.costco.ca/hisense-70-in.-4k-hdr-roku-smart-tv-70r6209.product.100526425.html,5923,16
1151,12,brghunter,2020-03-19T11:41:00,,2020-06-28T20:43:00,,,151,,Lowe's,Home & Garden,"Free shipping, no minimum",http://www.anrdoezrs.net/click-749547-11662090?url=https%3A%2F%2Fwww.lowes.ca&sid=rfdcb,45147,-11
1152,13,otaknap,2020-06-28T14:38:00,,2020-06-28T19:33:00,,400.0,5,0.31,Home Depot,Home & Garden,Weber Q3200NG [YMMV] Vaughan location $400,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/weber-q-3200-gas-bbq/1000723721,3676,1
1153,14,jon604,2020-06-27T19:47:00,,2020-06-28T19:29:00,Home & Garden,114.0,20,0.15,,Appliances,Thermapen mk4 $115,https://dicksonbbq.com/search?q=Thermapen,4579,4
1154,15,dostrowsky,2020-06-28T18:40:00,,2020-06-28T18:40:00,Computers & Electronics,10.0,0,60.0,Walmart,Peripherals & Accessories,Great Value Inkjet Cartridges ($5 or $10),,1521,1
1155,16,nabeeltech,2020-06-25T18:35:00,,2020-06-28T17:44:00,,4.0,4,,,Home & Garden,"(YMMV) Philips LED Recessed Retrofit Trim 5-6"" - $4",,2871,3
1156,17,coopercold,2020-06-22T10:58:00,,2020-06-28T17:14:00,,3.37,18,,Amazon.ca,Groceries,REESE Puffs Cereal 601g (Family Size) $3.37 or $3.77 on S&S + FS (no Prime needed),http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07DD7M23P%2F&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,4124,19
1157,18,slyn007,2020-06-27T12:55:00,,2020-06-28T16:56:00,,99.99,10,130.0,Canadian Tire,Automotive,Big Red 3.5 ton jack - $99.99 YMMV,https://www.canadiantire.ca/en/pdp/big-red-3-5-ton-floor-jack-with-quick-start-3996022p.html,3840,2
1158,19,phoreoneone,2020-06-28T15:07:00,,2020-06-28T16:50:00,,3.99,5,,Amazon.ca,Beauty & Wellness,Jamieson Chewable Vitamin C 500 mg - Tangy Orange $3.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FJamieson-Chewable-Vitamin-500-Orange%2Fdp%2FB003M59YZC%2Fref%3Dsr_1_4%3Fdchild%3D1%26keywords%3Djamieson%2Bchewable%2Bvitamin%2Bc%2B500mg%26qid%3D1593371126%26s%3Dhpc%26sr%3D1-4&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,2002,4
1159,20,redflagdealsguy,2020-06-28T11:50:00,2020-06-30T23:59:59,2020-06-28T16:35:00,Computers & Electronics,857.1,23,,Grand And Toy,Computers & Electronics,"Lenovo V14-ARE - 14"" FHD - Ryzen 7 4700U - 8 GB / 256 GB SSD - US English Keyboard -- $857.10 [Backordered] (Ends 06/30)",http://go.redirectingat.com?id=2927x594702&xs=1&url=https%3A%2F%2Fwww.grandandtoy.com%2Fen%2Fproduct%2FSY6538469_Lenovo_V14-ARE_-_14_-_Ryzen_7_4700U_-_8_GB_RAM_-_256_GB_SSD_-_US_%28Language_English__region_United_States%29.aspx,3708,3
1160,21,cyndihuu,2020-06-28T09:38:00,,2020-06-28T15:53:00,Beauty & Wellness,,4,,Yves Rocher,Beauty Supplies & Personal Care,Yves Rocher Canada Deals: Save 50% OFF Sitewide + FREE Trio w/ Your Order + FREE Beach Towel w/ Your Order $50 + More,https://www.yvesrocher.ca/en/sales/c/sales-promotion?utm_source=commission_junction&utm_medium=all_affiliate&utm_campaign=af_Smart+Canucks+Inc.&cjevent=67b48f93b94411ea82ad01550a240611,2332,8
1161,22,ontheroad,2020-06-28T11:42:00,,2020-06-28T15:52:00,,272.96,5,,Walmart,Sports & Fitness,VEVOR 52.5LBS Adjustable Dumbbell 272.96 each,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=36751&murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2FVEVOR-52-5LBS-Adjustable-Dumbbell-1-PCS-Standard-Adjustable-Dumbbell-Handle-Weight-Plate%2FPRD3SPOO5Z76TVU&u1=rfdcb,2166,-3
1162,23,BenK22,2020-06-26T10:20:00,,2020-06-28T15:36:00,Sports & Fitness,299.99,5,,,Equipment,AmStaff TP006D Power Squat Rack Training System (in stock) ($299.99),https://fitnessavenue.ca/amstaff-tp006d-power-squat-rack-training-system-cage,2834,6
1163,24,jerson,2020-06-28T15:27:00,,2020-06-28T15:27:00,Kids & Babies,3.48,0,0.3,Toys R Us,Toys & Games,LEGO Minifigures Disney Series 2 - Discontinued Clearance ($3.48 each),https://www.toysrus.ca/en/LEGO-Minifigures-Disney-Series-2-71024/AA14B2F5.html,2538,8
1164,25,ml2chan,2020-06-26T11:45:00,,2020-06-28T15:12:00,Computers & Electronics,714.0,15,,Lenovo Canada,Computers & Tablets/eReaders,"LENOVO - $714 Ideapad 3 17"" | Ryzen 5 4500U | 512GB SSD | 8GB RAM (4 GB Soldered + 4 GB DIMM)",http://lenovo.evyy.net/c/341376/225728/3899?u=https%3A%2F%2Fwww.lenovo.com%2Fca%2Fen%2Flaptops%2Fideapad%2Fideapad-300-series%2FIdeaPad-3-17ARE05%2Fp%2F88IPS301433,4943,3
1165,26,katie9853864,2020-06-28T14:51:00,,2020-06-28T14:51:00,,4.0,0,,Dollarama,Home & Garden,Rainkist Large Size/Beach Umbrella Steel Shaft $4,,1681,5
1166,27,IanHam,2020-06-26T03:11:00,2020-07-04,2020-06-28T14:50:00,Computers & Electronics,25.0,34,10.0,Best Buy,Other,TP-Link Kasa Smart Wi-Fi Plug Lite - 2 Pack $25 | $10 off,https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/tp-link-kasa-smart-wi-fi-plug-lite-2-pack/13863896?icmp=fly-WDH-BB-2020-06-26-13863896,7748,11
1167,28,chaingunsofdoom,2020-06-19T01:48:00,2020-06-22,2020-06-28T14:37:00,,,13,5.00,eBay.ca,Small Business,eBay Canada C$5 off C$25 Weekend Promo? YMMV? Targeted?,,3882,2
1168,29,a11420565,2020-06-26T07:23:00,2020-07-02,2020-06-28T14:30:00,,139.99,34,45.0,Best Buy,Computers & Electronics,WD Black P10 Game Drive 4TB USB3.2 [$139],https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/wd-black-p10-game-drive-4tb-usb-3-2-portable-external-hard-drive-wdba3a0040bbk-wesn/14584829?icmp=fly-WDH-BB-2020-06-26-14584829,13499,14
1169,0,michelangelo88,2020-06-25T09:28:00,,2020-06-28T14:13:00,,12.23,29,,Amazon.ca,Home & Garden,"Glad OdorShield Tall Drawstring Trash Bags - Febreze Fresh Clean - 13 Gallon - 110 Count | $12.12 (still low, going up)",http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB00FQT4LX2%2F&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,7541,51
1170,1,sprung,2020-06-16T04:56:00,,2020-06-28T14:05:00,Restaurants,7.0,168,,Subway,Fast Food,Subway $7 select footlongs,,46897,26
1171,2,bembol,2020-06-01T22:41:00,,2020-06-28T14:05:00,Entertainment,19.99,13,,,"Books, Music, Movies, Magazines",Cheers (COMPLETE Series) $19.99,http://go.redirectingat.com?id=2927x594702&xs=1&url=https%3A%2F%2Fitunes.apple.com%2Fca%2Ftv-season%2Fseason-1-episode-1-give-me-a-ring-sometime%2Fid1444717346,3344,16
1172,3,mitasse,2020-06-27T09:55:00,,2020-06-28T13:42:00,,328.0,10,70.0,Home Depot,Home & Garden,"RYOBI 18V ONE+ Lithium-Ion Cordless 6-Tool Combo Kit with (2) Batteries, Charger, and Bag",https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/ryobi-18v-one-lithium-ion-cordl,4232,-5
1173,4,Lalitsethi,2020-06-28T13:24:00,,2020-06-28T13:24:00,Home & Garden,269.0,0,Extra 10%,Best Buy,Home Improvement & Tools,Nest X Yale door lock - $269 plus tax,https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/nest-x-yale-wi-fi-smart-lock-satin-nickel/12355942,1431,3
1174,5,godbapu,2020-06-26T22:35:00,2020-07-26,2020-06-28T13:21:00,,,7,BOGO,Papa John's Pizza,Restaurants,Papa John's BOGO,,2950,1
1175,6,zoni5u,2020-06-27T01:41:00,,2020-06-28T12:42:00,Home & Garden,4.0,5,,Dollarama,Home Improvement & Tools,"Philips LED recessed retrofit trim 5-6"" - $4",,4034,12
1176,7,coolaw79,2020-06-21T19:21:00,2020-06-21,2020-06-28T12:41:00,,279.99,13,,Vistek,Computers & Electronics,Canon Pixma Pro-100 printer $279.99 with bonus photo paper,https://www.vistek.ca/store/426225/canon-pixma-pro-100-printer-promo-bonus-pro-paper-sampler-20-shee,2939,9
1177,8,521711,2020-06-13T14:01:00,,2020-06-28T12:36:00,Computers & Electronics,54.99,30,0.5,Canadian Tire,Other,"Coleman Wheeled Xtreme Cooler, 95-Can 50% off YMMV",https://www.canadiantire.ca/en/pdp/coleman-wheeled-xtreme-cooler-95-can-0853499P.0853499.html,16069,32
1178,9,TeamRapo,2020-06-26T16:09:00,,2020-06-28T12:22:00,Sports & Fitness,249.99,7,,Princess Auto,Equipment,16 HP horizontal shaft engine. $249.99,https://www.princessauto.com/en/detail/16-hp-459cc-ohv-gas-engine/A-p8943888e,3065,3
1179,10,averageasian,2020-06-26T13:09:00,,2020-06-28T11:20:00,Computers & Electronics,408.99,48,,Amazon.ca,Computers & Tablets/eReaders,Amazon: Ryzen 7 3700x $409,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB07SXMZLPK%3Ftag%3Dpcp0f-20%26linkCode%3Dogi%26th%3D1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,9270,12
1180,11,LoANeal,2020-06-23T09:33:00,,2020-06-28T11:00:00,,4.4,115,27,LCBO,Groceries,LCBO - Cool Lager BUCK A BEER IS BACK!,https://www.lcbo.com/lcbo/product/productname/139089,18646,42
1181,12,kobemtl,2020-06-28T10:47:00,,2020-06-28T10:47:00,,67.99,0,,Amazon.ca,Automotive,TrekPow G39 1200A $67.99 57% off,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07Q5HNGBL%2Fref%3Dox_sc_act_title_1%3Fsmid%3DA2PDQ2WMYTIYVC%26psc%3D1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,1397,1
1182,13,LTSmash,2020-06-27T01:05:00,,2020-06-28T10:28:00,Home & Garden,129.99,6,,Costco,Outdoors & Patio,Tamarack Wooden Outdoor Folding Chair 129.99,https://www.costco.ca/tamarack-wooden-outdoor-folding-chair.product.100569559.html,3760,2
1183,14,Nites07,2020-06-26T21:28:00,,2020-06-28T08:58:00,Home & Garden,79.99,6,20.0,Home Depot,Home Improvement & Tools,Milwaukee M18 700 Lumen LED Lantern/Flood Light - $79.99,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/milwaukee-tool-m18-18-volt-lithium-ion-cordless-700-lumen-led-lantern-flood-light-tool-only-/1000834553,3801,4
1184,15,Canuckdealszzz,2020-06-28,2020-06-30,2020-06-28,,289.0,0,10.0,Today's Shopping Choice,Computers & Electronics,Pac Man Arcade hot deal On TSC,https://www.tsc.ca/Arcade1Up-PacMan-3in1-PartyCade/pages/productdetails?nav=R:251156,223,0
1185,16,RishabhK82112,2020-06-27T16:13:00,2020-07-09,2020-06-28T03:08:00,Computers & Electronics,1.14,3,90.0,STEAM,Video Games,BTD6 Steam $1.14 | 90% off warm? hot? for those who play!,https://store.steampowered.com/app/960090/Bloons_TD_6/,2988,7
1186,17,-KILO-,2020-06-25T20:48:00,,2020-06-28T02:40:00,Home & Garden,98.0,6,50.0,Home Depot,Home Improvement & Tools,"Makita 18v 1/4"" impact driver brushless $98.00 (Stoney Creek) YMMV",https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/makita-1-4-inch-cordless-impact-driver-with-brushless-motor/1001343788,3856,6
1187,18,DrDoomsday,2020-06-27T16:42:00,2020-07-02,2020-06-28T00:56:00,Computers & Electronics,34.99,43,75.0,Best Buy,Other,SanDisk Ultra Plus V10 128GB 130MB/s MicroSD Memory Card ($34.99 = $109.99 - $75),https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/sandisk-ultra-plus-v10-128gb-130mb-s-microsd-memory-card/13702949,5996,-5
1188,19,saku,2020-06-05T12:07:00,,2020-06-28T00:30:00,Computers & Electronics,99.97,91,0.5,,Home Theatre & Audio,Edifier W860NB Noise-Cancelling Headphones - $99.97 (50% off),https://www.edifier.com/ca/en/headphones-earphones/w860nb-active-noise-cancelling-bluetooth,27547,38
1189,20,AdamKing,2020-06-26T01:00:00,2020-06-30,2020-06-27T22:22:00,,599.99,57,130.0,Staples,Computers & Electronics,"Lenovo Ideacentre 510A: Ryzen 5, 1TB HDD + 256GB SDD + 8GB DDR4 $599",https://staplescanada.4u8mqw.net/c/341376/755401/10903?u=https://www.staples.ca/products/2964651-en-lenovo-ideacentre-510a-90j0007gcf-standard-computer-36-ghz-amd-ryzen-5-3400g-1-tb-hdd-256-gb-ssd-8gb-ddr4-windows-10-home,13203,15
1190,21,403ego,2020-06-27T21:57:00,,2020-06-27T22:17:00,Automotive,53.99,1,40.0,,Auto Parts & Accessories,Car Jump starter with LED light and jumper cables,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07PTPMTRR&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,2010,1
1191,22,thedealhunter2000,2020-06-25T23:23:00,,2020-06-27T22:17:00,,2.99,3,,Foody Mart,Groceries,"Foodymart: Pretz tomato flavor snack sticks (from Pocky company) $2.99/9pack (GTA, Steeles/Warden), T&T Warden: Lychee",,2269,4
1192,23,buffego,2020-06-27T19:12:00,,2020-06-27T21:57:00,Computers & Electronics,61.74,3,0.32,Amazon.com,Peripherals & Accessories,Samsung EVO Select 256GB microSDXC UHS-I U3 100MB/s $61.74 Cad (45.07 USD),http://www.amazon.com/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.com%2Fgp%2Fproduct%2FB0887P21Z2%3Fpf_rd_r%3DHJHM57DPACM0GCZNYS6E%26pf_rd_p%3D6fc81c8c-2a38-41c6-a68a-f78c79e7253f&tag=redflagdeal02-20&linkCode=ur2&camp=1789&creative=9325,1828,-7
1193,24,strangerbynight2,2020-05-12T17:09:00,,2020-06-27T21:40:00,Home & Garden,,142,,,Home Improvement & Tools,Bidet clearance at Costco,,70206,34
1194,25,Mrrfdxyz,2020-06-27T18:14:00,,2020-06-27T20:53:00,Home & Garden,39.88,3,,Home Depot,Home Improvement & Tools,DeWalt 136 piece maxfit bit set - $39.88,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/dewalt-maxfit-screwdriving-and-drill-bit-set-136-piece-/1001133802,2934,-4
1195,26,Strafe1,2020-06-27T20:12:00,2020-06-29,2020-06-27T20:12:00,Apparel,10.99,0,50.0,Marks Works Wearhouse,Women's Apparel,Women's Jumpstart Canada Day T-Shirt $10.99 + $5 Donation made by Marks to Jumpstart for every Jumpstart T-shirt sold,http://marks.pxf.io/c/341376/505590/8679?u=https%3A%2F%2Fwww.marks.com%2Fen%2Fdenver-hayes-womens-jumpstart-canada-day-t-shirt-303643.html%23303643%255Bcolor%255D%3DCHAR,1420,2
1196,27,redalot,2020-06-16T19:24:00,,2020-06-27T20:08:00,Computers & Electronics,49.99,6,,,Other,[WARM] StackSocial - The Limited Edition Mac Bundle Ft. iMazing including WindScribe (2 years) Unlimited + Other Apps,https://stacksocial.com/sales/the-limited-edition-mac-bundle-imazing?aid=a-ncsw4542&aid=a-3s1yb7xa,2766,1
1197,28,batuta,2020-06-27T19:42:00,,2020-06-27T19:51:00,Computers & Electronics,57.99,4,,STEAM,Video Games,Red Dead Redemption 2 (PCDD) $57.99,https://store.steampowered.com/app/1174180/Red_Dead_Redemption_2/,1677,-6
1198,29,Mrrfdxyz,2020-06-27T19:02:00,2020-06-28,2020-06-27T19:02:00,Computers & Electronics,17.99,0,6.00 off,Costco,Televisions,Wirelogic HDMI 3.6M cable Pack of 2 - $17.99,,1469,1
1199,0,chemicalxv,2020-06-27T18:15:00,,2020-06-27T18:59:00,Computers & Electronics,15.0,1,,Walmart,Video Games,Hellmut: The Badass from Hell (Switch) - $15 (has $15 TIV at EB Games),https://stocktrack.ca/?s=wm&upc=850007037116,1554,0
1200,1,SLee,2020-06-27T06:38:00,,2020-06-27T18:34:00,Computers & Electronics,34.99,12,,Amazon.ca,Peripherals & Accessories,Aukey 65W Omnia dual USB-C charger $34.99 after $15 coupon,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB0841VBW8H%2Fref%3Dppx_od_dt_b_asin_title_s00%3Fie%3DUTF8%26th%3D1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,3646,5
1201,2,seafish,2020-04-12T22:27:00,,2020-06-27T17:38:00,,75.0,287,,Walmart,Sports & Fitness,"26"" Columbia Compax Men's Folding Bike (and others), $75, YMMV",http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=36751&murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2Fcolumbia-compax-26-steel-folding-mountain-bike%2F6000198185143%3Fcmpid%3Daffiliate_rakuten_en_none_none%26utm_source%3Drakuten%26utm_medium%3Daffiliate%26utm_campaign%3Daffiliate_rakuten_en_none_none%26utm_content%3D10%26siteID%3DCAqD7bLWUPI-kYJ4etZ8iCoywxwvaDIohA%26wmlspartner%3DCAqD7bLWUPI&u1=rfdcb,108654,51
1202,3,Thrillhouse19,2020-06-27T13:01:00,,2020-06-27T17:34:00,,350.0,5,,Superstore,Home & Garden,YMMV YEG Superstore Heritage Weber 210 BBQ LP $350,,2370,2
1203,4,pulsar123,2020-06-25T13:54:00,,2020-06-27T16:52:00,,49.99,31,20.0,Amazon.ca,Computers & Electronics,Logitech Harmony 665 remote for 50$,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB077Q9C8T8%3Ftag%3Dcamelcaalerts-20%26linkCode%3Dogi%26th%3D1%26psc%3D1%26language%3Den_CA&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,6408,16
1204,5,Mrrfdxyz,2020-06-25T15:21:00,,2020-06-27T16:41:00,Automotive,8.99,20,11.0,Princess Auto,Other,440lb (14x18) Mover's Dolly $8.99,,6615,5
1205,6,eveningside,2020-06-27T15:30:00,,2020-06-27T16:33:00,,69.0,1,50.0,Walmart,Home & Garden,Root Farm LED Grow light 50% OFF $69,,1584,3
1206,7,-KILO-,2020-06-27T13:39:00,,2020-06-27T16:08:00,Computers & Electronics,78.0,5,,Walmart,Home Theatre & Audio,$78 YMMV - RCA Home Theater Projector,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=36751&murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2Frca-150-home-theater-projector%2F6000200181562%23find-in-store-section&u1=rfdcb,2051,-2
1207,8,mymuro,2020-06-27T14:00:00,,2020-06-27T16:06:00,Computers & Electronics,0.0,8,,Microsoft Store,Video Games,Once Upon a Death Xbox One Edition *Free,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=36509&murl=https%3A%2F%2Fwww.microsoft.com%2Fen-ca%2Fp%2Fonce-upon-a-death%2F9pnjvl738hr4%3Factivetab%3Dpivot%3Aoverviewtab&u1=rfdcb,2851,20
1208,9,Hermes213,2020-05-20T04:27:00,,2020-06-27T15:23:00,,10.0,141,5.0,,Restaurants,American Express - $5 off $10 UberEats/Skipthedishes,,30693,119
1209,10,eypc,2020-06-16T10:02:00,2020-06-21,2020-06-27T14:18:00,Computers & Electronics,374.99,126,50.0,Costco,Computers & Tablets/eReaders,"New Apple iPad 10.2"" 32GB $369.99 Gold or $374.99 Grey",https://www.costco.ca/tablets-netbooks.html?brand=apple&screen-size=2591-cm-102-in&refine=ads_fbrand_ntk_cs%3A%22Apple%22|ads_f142555_ntk_cs%3A%2225.91%2Bcm%2B%2810.2%2Bin.%2529%22|,33207,27
1210,11,MisterEyeCandy,2020-06-26T21:03:00,2020-07-02,2020-06-27T14:11:00,Computers & Electronics,83.99,7,20.0,Staples,Peripherals & Accessories,Cooler Master MasterWatt 750 750W 80+ Bronze Semi-Fanless Power Supply($103.99-$20.00=$83.99),https://staplescanada.4u8mqw.net/c/341376/755401/10903?u=https://www.staples.ca/products/2864121-en-masterwatt-750-semi-fanless-power-supply-mpx-7501-amaab-us?variant=19663045460037,2588,5
